id,name,category,price,quantity,date
464,Product_V,Grocery,invalid,ten,
465,Product_W,Electronics,,,
466,Product_X,Electronics,invalid,10,2024-02-08
467,Product_Y,Grocery,,ten,2024-01-14
468,Product_Z,Grocery,,ten,
469,Product_A,Clothing,,7,2024-02-26
475,Product_G,Electronics,,,
478,Product_J,Clothing,,ten,2024-02-13
479,Product_K,Electronics,,5,
480,Product_L,Electronics,invalid,ten,2024-02-26
481,Product_M,Grocery,invalid,ten,
482,Product_N,Grocery,,,2024-01-30
483,Product_O,Clothing,,,
486,Product_R,Grocery,,,2024-01-07
487,Product_S,Clothing,,2,
488,Product_T,Clothing,,ten,
491,Product_W,Clothing,invalid,,2024-02-06
492,Product_X,Clothing,invalid,1,
493,Product_Y,Grocery,,,
494,Product_Z,Grocery,,3,2024-02-05
495,Product_A,Electronics,invalid,3,
497,Product_C,Clothing,,6,2024-01-01
499,Product_E,Clothing,invalid,3,
500,Product_F,Clothing,invalid,ten,
