id,name,category,price,quantity,date
401,Product_K,Grocery,313.0,2,2024-02-24
408,Product_R,Electronics,1301.0,,2024-02-19
409,Product_S,Clothing,1795.0,2,
412,Product_V,Clothing,465.0,ten,2024-01-28
414,Product_X,Clothing,1945.0,4,2024-01-28
415,Product_Y,Clothing,108.0,ten,2024-02-16
416,Product_Z,Clothing,2327.0,ten,
419,Product_C,Electronics,598.0,ten,2024-02-23
423,Product_G,Grocery,1843.0,7,2024-02-01
426,Product_J,Clothing,1578.0,6,
432,Product_P,Electronics,1792.0,ten,
433,Product_Q,Grocery,543.0,ten,
437,Product_U,Clothing,105.0,ten,2024-02-08
441,Product_Y,Clothing,1425.0,3,
442,Product_Z,Electronics,121.0,,2024-01-02
444,Product_B,Clothing,227.0,10,
445,Product_C,Clothing,1689.0,,2024-01-19
447,Product_E,Electronics,1799.0,,2024-01-25
449,Product_G,Electronics,2488.0,ten,
450,Product_H,Clothing,1660.0,4,
451,Product_I,Electronics,968.0,,2024-02-09
452,Product_J,Electronics,689.0,ten,2024-01-28
453,Product_K,Clothing,1451.0,ten,2024-02-22
454,Product_L,Grocery,1378.0,,
456,Product_N,Electronics,2205.0,,2024-02-10
457,Product_O,Electronics,1755.0,,
461,Product_S,Grocery,1536.0,ten,2024-02-09
462,Product_T,Grocery,1583.0,ten,
470,Product_B,Grocery,439.0,ten,
471,Product_C,Grocery,1426.0,,2024-02-19
472,Product_D,Clothing,204.0,ten,
473,Product_E,Grocery,498.0,ten,2024-01-11
474,Product_F,Electronics,2491.0,,2024-01-24
476,Product_H,Clothing,2187.0,ten,2024-02-13
477,Product_I,Clothing,324.0,,2024-01-25
484,Product_P,Electronics,2204.0,10,2024-01-28
485,Product_Q,Clothing,1235.0,ten,
489,Product_U,Clothing,2398.0,,
490,Product_V,Grocery,306.0,7,2024-02-02
496,Product_B,Grocery,1441.0,6,
498,Product_D,Clothing,185.0,6,
