id,name,category,price,quantity,date
289,Product_C,Clothing,,ten,2024-02-02
290,Product_D,Grocery,,,
291,Product_E,Grocery,2324,,2024-02-01
292,Product_F,Clothing,,2,
293,Product_G,Clothing,,2,
294,Product_H,Clothing,1728,6,
295,Product_I,Clothing,invalid,,2024-01-06
296,Product_J,Electronics,,7,2024-02-03
297,Product_K,Clothing,2442,,
298,Product_L,Clothing,invalid,7,2024-01-24
299,Product_M,Electronics,,,2024-02-27
300,Product_N,Grocery,,ten,
301,Product_O,Clothing,1415,7,2024-02-06
302,Product_P,Grocery,,3,2024-01-14
303,Product_Q,Grocery,,,
304,Product_R,Clothing,,,
305,Product_S,Electronics,invalid,2,2024-02-28
306,Product_T,Electronics,,ten,2024-01-18
307,Product_U,Electronics,,2,2024-02-12
308,Product_V,Electronics,invalid,,2024-01-30
309,Product_W,Electronics,,,
310,Product_X,Clothing,invalid,ten,
311,Product_Y,Electronics,,,2024-01-15
312,Product_Z,Clothing,2014,ten,
313,Product_A,Clothing,,,2024-02-11
314,Product_B,Grocery,1717,,
315,Product_C,Clothing,invalid,,
316,Product_D,Electronics,invalid,10,2024-02-24
317,Product_E,Electronics,,6,2024-02-14
318,Product_F,Clothing,,,
319,Product_G,Electronics,2171,ten,
320,Product_H,Grocery,915,ten,2024-02-18
321,Product_I,Clothing,1574,,2024-02-07
322,Product_J,Grocery,,2,2024-01-28
323,Product_K,Clothing,530,1,
324,Product_L,Clothing,,ten,
325,Product_M,Grocery,invalid,ten,2024-01-30
326,Product_N,Electronics,1348,,2024-01-04
327,Product_O,Electronics,invalid,3,
328,Product_P,Grocery,499,9,2024-02-03
329,Product_Q,Grocery,invalid,9,2024-01-17
330,Product_R,Grocery,invalid,ten,
331,Product_S,Grocery,1479,,
332,Product_T,Electronics,859,9,
333,Product_U,Clothing,invalid,3,2024-02-01
334,Product_V,Electronics,invalid,ten,
335,Product_W,Electronics,invalid,ten,2024-02-22
336,Product_X,Grocery,,ten,
337,Product_Y,Clothing,2239,8,
338,Product_Z,Grocery,invalid,ten,
339,Product_A,Grocery,invalid,,2024-01-20
340,Product_B,Grocery,,,
341,Product_C,Clothing,invalid,ten,2024-02-08
342,Product_D,Grocery,1121,,2024-01-19
343,Product_E,Clothing,2316,ten,2024-02-22
344,Product_F,Grocery,invalid,4,2024-02-22
345,Product_G,Grocery,invalid,ten,
346,Product_H,Electronics,invalid,7,
347,Product_I,Electronics,invalid,,
348,Product_J,Grocery,501,9,
349,Product_K,Clothing,358,ten,
350,Product_L,Electronics,invalid,,
351,Product_M,Clothing,749,ten,
352,Product_N,Grocery,1973,ten,
353,Product_O,Electronics,1317,,
354,Product_P,Electronics,invalid,,2024-02-14
355,Product_Q,Clothing,,5,2024-02-15
356,Product_R,Electronics,2423,ten,2024-01-24
357,Product_S,Grocery,1814,,
358,Product_T,Clothing,1497,,2024-01-04
359,Product_U,Grocery,invalid,,
360,Product_V,Electronics,invalid,ten,
361,Product_W,Clothing,invalid,2,2024-01-10
362,Product_X,Grocery,invalid,,2024-01-05
363,Product_Y,Electronics,,,
364,Product_Z,Grocery,,9,2024-02-13
365,Product_A,Electronics,invalid,ten,2024-02-16
366,Product_B,Clothing,invalid,ten,
367,Product_C,Electronics,850,ten,2024-02-11
368,Product_D,Grocery,invalid,,2024-02-06
369,Product_E,Clothing,invalid,1,
370,Product_F,Electronics,1658,ten,
371,Product_G,Grocery,1620,,
372,Product_H,Electronics,invalid,ten,2024-01-27
373,Product_I,Clothing,invalid,4,2024-01-09
374,Product_J,Clothing,invalid,,2024-01-06
375,Product_K,Grocery,invalid,3,2024-02-22
376,Product_L,Grocery,1828,9,
377,Product_M,Grocery,,ten,
378,Product_N,Clothing,,ten,
379,Product_O,Electronics,invalid,ten,2024-01-08
380,Product_P,Clothing,invalid,9,
381,Product_Q,Electronics,,,
382,Product_R,Grocery,,5,
383,Product_S,Clothing,,4,2024-01-09
384,Product_T,Grocery,,,2024-02-23
385,Product_U,Clothing,2228,9,
386,Product_V,Clothing,,,
387,Product_W,Clothing,1173,7,2024-01-04
388,Product_X,Grocery,invalid,ten,
389,Product_Y,Grocery,invalid,ten,2024-01-22
390,Product_Z,Grocery,,ten,
391,Product_A,Electronics,,,2024-01-08
392,Product_B,Grocery,invalid,1,2024-03-01
393,Product_C,Electronics,invalid,,2024-01-09
394,Product_D,Clothing,1279,4,
395,Product_E,Clothing,,4,
396,Product_F,Electronics,,ten,
397,Product_G,Electronics,1251,ten,2024-02-29
398,Product_H,Grocery,,,2024-01-28
399,Product_I,Clothing,invalid,ten,2024-02-05
400,Product_J,Clothing,1618,ten,2024-02-12
401,Product_K,Grocery,313,2,2024-02-24
402,Product_L,Electronics,invalid,,2024-02-18
403,Product_M,Electronics,invalid,,2024-02-17
404,Product_N,Electronics,invalid,1,
405,Product_O,Clothing,invalid,,
406,Product_P,Electronics,,ten,
407,Product_Q,Grocery,,ten,2024-02-23
408,Product_R,Electronics,1301,,2024-02-19
409,Product_S,Clothing,1795,2,
410,Product_T,Grocery,invalid,5,
411,Product_U,Grocery,invalid,ten,2024-01-06
412,Product_V,Clothing,465,ten,2024-01-28
413,Product_W,Clothing,,ten,
414,Product_X,Clothing,1945,4,2024-01-28
415,Product_Y,Clothing,108,ten,2024-02-16
416,Product_Z,Clothing,2327,ten,
417,Product_A,Clothing,invalid,ten,
418,Product_B,Clothing,invalid,1,2024-02-03
419,Product_C,Electronics,598,ten,2024-02-23
420,Product_D,Grocery,,ten,2024-02-20
421,Product_E,Grocery,,,2024-01-03
422,Product_F,Electronics,invalid,10,
423,Product_G,Grocery,1843,7,2024-02-01
424,Product_H,Electronics,invalid,2,
425,Product_I,Grocery,,,
426,Product_J,Clothing,1578,6,
427,Product_K,Grocery,invalid,,
428,Product_L,Grocery,,ten,2024-01-09
429,Product_M,Electronics,,ten,2024-02-23
430,Product_N,Clothing,invalid,ten,
431,Product_O,Clothing,invalid,,
432,Product_P,Electronics,1792,ten,
433,Product_Q,Grocery,543,ten,
434,Product_R,Grocery,,ten,2024-01-03
435,Product_S,Electronics,invalid,,
436,Product_T,Clothing,,10,
437,Product_U,Clothing,105,ten,2024-02-08
438,Product_V,Grocery,invalid,1,
439,Product_W,Clothing,invalid,,2024-02-04
440,Product_X,Electronics,invalid,ten,
441,Product_Y,Clothing,1425,3,
442,Product_Z,Electronics,121,,2024-01-02
443,Product_A,Electronics,,9,2024-01-28
444,Product_B,Clothing,227,10,
445,Product_C,Clothing,1689,,2024-01-19
446,Product_D,Clothing,invalid,ten,2024-01-20
447,Product_E,Electronics,1799,,2024-01-25
448,Product_F,Clothing,invalid,9,
449,Product_G,Electronics,2488,ten,
450,Product_H,Clothing,1660,4,
451,Product_I,Electronics,968,,2024-02-09
452,Product_J,Electronics,689,ten,2024-01-28
453,Product_K,Clothing,1451,ten,2024-02-22
454,Product_L,Grocery,1378,,
455,Product_M,Grocery,,,2024-01-21
456,Product_N,Electronics,2205,,2024-02-10
457,Product_O,Electronics,1755,,
458,Product_P,Grocery,invalid,1,2024-02-11
459,Product_Q,Clothing,,10,2024-01-06
460,Product_R,Electronics,,,
461,Product_S,Grocery,1536,ten,2024-02-09
462,Product_T,Grocery,1583,ten,
463,Product_U,Grocery,invalid,10,
464,Product_V,Grocery,invalid,ten,
465,Product_W,Electronics,,,
466,Product_X,Electronics,invalid,10,2024-02-08
467,Product_Y,Grocery,,ten,2024-01-14
468,Product_Z,Grocery,,ten,
469,Product_A,Clothing,,7,2024-02-26
470,Product_B,Grocery,439,ten,
471,Product_C,Grocery,1426,,2024-02-19
472,Product_D,Clothing,204,ten,
473,Product_E,Grocery,498,ten,2024-01-11
474,Product_F,Electronics,2491,,2024-01-24
475,Product_G,Electronics,,,
476,Product_H,Clothing,2187,ten,2024-02-13
477,Product_I,Clothing,324,,2024-01-25
478,Product_J,Clothing,,ten,2024-02-13
479,Product_K,Electronics,,5,
480,Product_L,Electronics,invalid,ten,2024-02-26
481,Product_M,Grocery,invalid,ten,
482,Product_N,Grocery,,,2024-01-30
483,Product_O,Clothing,,,
484,Product_P,Electronics,2204,10,2024-01-28
485,Product_Q,Clothing,1235,ten,
486,Product_R,Grocery,,,2024-01-07
487,Product_S,Clothing,,2,
488,Product_T,Clothing,,ten,
489,Product_U,Clothing,2398,,
490,Product_V,Grocery,306,7,2024-02-02
491,Product_W,Clothing,invalid,,2024-02-06
492,Product_X,Clothing,invalid,1,
493,Product_Y,Grocery,,,
494,Product_Z,Grocery,,3,2024-02-05
495,Product_A,Electronics,invalid,3,
496,Product_B,Grocery,1441,6,
497,Product_C,Clothing,,6,2024-01-01
498,Product_D,Clothing,185,6,
499,Product_E,Clothing,invalid,3,
500,Product_F,Clothing,invalid,ten,
